"""lettered sands member"""
Florence Ls Mbr
Florence Mbr
Florence Sh Mbr
Floyd Church Mbr
Forsem”lla Ls Bed
Fort Ancient Mbr
Fort Apache Ls
Fort Atkinson Ls Mbr
Fort Denaud Mbr
Fort Hays Ls Mbr
Fossil Butte
Fossil Butte Mbr
Frame Sh Mbr
Francis Creek Sh Mbr
French Creek Ls Mbr
French Creek Sh
French Creek Sh Mbr
Furnaceville Mbr
Gammon Ferruginous Mbr
Gardeau Sh
Garden City zone G(2)e
Gasport Mbr
Gates
Genundewa Ls Mbr
Getaway Ls
Gila Ls Mbr
Gilbert Ls Mbr
Gilbert Mbr
Glasco Mbr
Glen Rock Ls Mbr
Glenrock Mbr
Goat Island Mbr
Gonzales Ls Mbr
Gonzalez Ls Mbr
Gouldbusk Ls Mbr
Graneros Mbr
Granite Park Mbr
Grass Creek Mbr
Graters Mbr
Gray Ls Mbr
Great Limestone Mbr
Green Ammonite Mbr
Greenup Ls Mbr
Grier Ls Mbr
Grimes Slts Mbr
Grindstone Creek Mbr
Gristhorpe Mbr
Groos Quarry Mbr
Gun River zone 1
Gun River zone 10
Gun River zone 2
Gun River Zone 2-3
Gun River zone 2-4
Gun River zone 3
Gun River zone 3 sensu J. Ross
Gun River zone 4
Gun River zone 4 sensu J. Ross
Gun River zone 5
Gun River zone 8
Gun River zone 9
Gunsight Ls Mbr
Hallowell Mbr
Hamlin Mbr
Haney Ls Mbr
Happy Hollow Ls Mbr
Harmony Hill Mbr
Haskell Ls
Haywood Landing Mbr
Heebner Sh
Heebner Sh Mbr
Hell Roaring Mbr
Hellnmaria Mbr
Helvas Canyon Mbr
Henley Mbr
Herrin Coal Mbr
Hess Mbr
Hiawatha Mbr
Hickory Creek Sh
Hickory Creek Sh Mbr
Hillier Mbr
Holbrook Mbr
Holderness Mbr
Holt Sh Mbr
Home Creek Ls Mbr
Homer Ls
Hordle Mbr
Horseshoe Shale Mbr
Horsetail Creek Mbr
Howard Ls Mbr
Hoyt Ls Mbr
Hueco Ls
Hughes Creek Sh
Hughes Creek Sh Mbr
Hume Ls Mbr
Hungerford Sl Mbr
Hunt Creek Ss
Huron Mbr
Hushpuckney Sh Mbr
Hygiene Mbr
Iatan Ls Mbr
Ileret Mbr
Ilion Member
Ion Dol Mbr
Iowa Point Sh Mbr
Iron Lightning Mbr
Ironton Mbr
Ithaca Mbr
Jacksboro Limestone Mbr
Jacksboro Ls Mbr
Jamesville Mbr
Jaycox Sh Mbr
John Henry Mbr
Johnson Mbr
Jones Point Sh
Jones Point Sh Mbr
Juana Lopez Mbr
Judd Sh Mbr
Jupiter River
Jupiter zone 1
Jupiter zone 1 sensu J. Ross
Jupiter zone 10
Jupiter zone 10 sensu J. Ross
Jupiter zone 1-3
Jupiter zone 14
Jupiter zone 2
Jupiter zone 2 or 3
Jupiter zone 2 sensu J. Ross
Jupiter zone 2?
Jupiter zone 2-4
Jupiter zone 2-4 sensu J. Ross
Jupiter zone 3
Jupiter Zone 3-4
Jupiter zone 4
Jupiter zone 4 sensu J. Ross
Jupiter zone 4-5
Jupiter zone 4-6
Jupiter zone 5
Jupiter zone 5 or 9
Jupiter zone 5-6
Jupiter zone 6
Jupiter zone 6-7
Jupiter zone 7
Jupiter zone 7 sensu J. Ross
Jupiter zone 8
Jupiter zone 8-10
Jupiter zone 8-9
Jupiter zone 9
Jupiter zone 9 sensu J. Ross
Jupiter zone 9-10
Jupiter zones 4&5
Kagawong Mbr
Kanwaka Sh Mbr
Kara Bentonitic Mbr
Kashong Sh Mbr
Kassler Ss Mbr
Keel Mbr
Kendrick Sh Mbr
Kenneth Ls
Kereford Ls Mbr
Kereford Mbr
Kereford Mbr?
Kevin Mbr
Khatyng Mbr
Kickapoo Falls Ls Mbr
Kilbuck Cgl Lentil?
Killians Mbr
Killians Mbr?
Kineo Volc Mbr
King Ferry Sh Mbr
King Hill Ls Mbr
King Hill Sh
Kinney Ls Mbr
Kosame Mbr
Krider Mbr
L. Thacher Mbr
Labette Sh Mbr
Lake Bridgeport Sh Mbr
Lamar Limestone Mbr
Lamar Limestone Mbr.
Lamar Ls Mbr
Laney Mbr
Lan-ni-keng Mbr
Larsh Sh
Larsh Sh Mbr
Laucomer Mbr
Laurens Mbr
Lava Dam Mbr
LaVale Mbr
Lawrence Fm Mbr
Lazeart Ss Mbr
Leavenworth Ls Mbr
Leavenworth Mbr
Lebo
Lebo Mbr
Ledyard Sh Mbr
Lemons Bluff Mbr
Levanna Sh Mbr
Lewis Run Ss Mbr
Lewiston Mbr
Lillydale Sh Mbr
Linwood Mbr
Lisco Mbr
Little Cove Point Mbr
Littles Corner Ls Mbr
Lobelville Ls Mbr
Lodi Mbr
Logana Mbr
Lomita Marl Mbr
Long Creek Ls Mbr
Long Nab Mbr
Longmeadow Ss
Longwall Ss Mbr
Lost Cabin Mbr
Lost City Mbr
Lower Division
lower Fox Hills Fm
lower Lytle Mbr
lower Mbr
lower member Chaffee Fm
Lower Nisky mbr
Lower Oolite
Lower Sequence Coal Creek Mbr
lower Trail City Mbr
Lower Unnamed Mbr
Lower Zorritos Mbr
Loyal Creek Mbr
Ludi Mbr.
Ludlow
Ludlow Mbr
Lutie Mbr
Lysite Mbr
Magnolia Mbr
Magoffin Mbr
Main Algal Mbr
Manitoulin Dol Mbr
Mantua lentil
Manzanita Limestone Mbr
Maple Hill Mbr
Marquez Mbr
Mason City mbr
Mason City Mbr
Mbr 4
Mbr 4a
Mbr 4b
Mbr 5
Mbr A
Mbr B
Mbr C
Mbr T2
Mbr T3
McAdam Brook Lower Mbr
McAdam Brook Upper Mbr
McArthur Mbr
McMicken Mbr
Meaford Mbr
member 12
Menteth Ls Mbr
Mercer Ls Mbr
Mercer Mbr
Merriam Mbr
Merritt Dam Mbr
middle Big Basin Mbr
Middle Mbr
Mifflin
Mifflin Mbr
Milam Mbr
Millersberg Mbr
Millersburg Mbr
Mingus Sh Mbr
Missiquoi Zone 1
Mitten Black Sh Mbr
Mobridge Mbr
Moleen Mbr
Monitor Butte
Montenegro Mbr
Monument Spring Dol Mbr
Morganville Waterlime Mbr
Morgarts Beach Mbr
Mottville Mbr
Mound City Sh Mbr
Mount Auburn Sh Mbr
Mount Hope Sh Mbr
Moydart Green Mbr
Muen Mbr
Muncie Creek Ls Mbr
Muncie Creek Sh Mbr
Naashoibito Mbr
Nasep Qtzite Mbr
Nebraska City Ls
Needmore Sh Mbr
Nehawka Ls Mbr
Neva Mbr
New Fork Mbr
New Hanover Mbr
New Lisbon Mbr
New Scotland Mbr
Niagaran
Ning-jia-shan Mbr
Niobrara Mbr
Nora mbr
North Twistwood Creek Mbr
North Warren Sh Mbr
Norwalk
Norwalk Mbr
Nowadaga Mbr
Nowata Sh Mbr
Nunda Ss Mbr
Oatka Creek Sh Mbr
Ochelata Mbr
Ogontz Mbr
Old Bridge Sand Mbr
Olney Mbr
Olney Mbr.
Olney Mbr?
Oolite Marl Mbr
Opal Mbr
Ore Hill Mbr
Oread Ls
Oread Ls Mbr
Oregonia Mbr
Ost Ls Mbr
Otaka Sh Mbr
Otterville Ls Mbr
Owen Ls Mbr
Owl Creek Mbr
Owl Rock
Owl Rock Mbr
Oyster Ridge Ss Mbr
Pagoda Mbr
Palmyra Ls Mbr
Panama Cgl Lentil
Panama Cgl Mbr
Paola Mbr
Parachute Creek
Parachute Creek  Mbr
Parachute Creek Mbr
Parachute Creek mbr
Passamari Mbr
Passhatten Mbr
Pawnee Ls Mbr
Pea Grit
Peanut Peak Mbr
Pennington Point Member
Peracas Middle Mbr
Peracas Middle Mbr?
Perkasie Mbr
Petrified Forest
Pfeifer Sh Mbr
Phelps Waterlime Mbr
Phoenix Mbr
Piasa Ls Mbr
Pierce Hollow Member
Pierre Lower unnamed Mbr
Pierre Upper unnamed Mbr
Pierson Point Sh Mbr
Pincrest Sand Mbr
Pinecrest Beds
Pinery Limestone Mbr
Pioche C-shale Mbr
Pioche D-shale Mbr
Pittsford Shale
Plainview Ss Mbr
Plattsburg Ls Mbr
Plattsmouth Ls Mbr
Plattsmouth Mbr
Plummer Ls Mbr
Point Addis Ls Mbr
Poison Canyon
Pojoaque Mbr
Poland Mbr
Poleslide Mbr
Pompey Sh
Pompey Sh Mbr
Pontgrave Mbr
Pony Creek Sh
Pony Creek Sh Mbr
Pony Springs Mbr
Pool Creek Mbr
Pooleville Mbr
Pools Brook Mbr
Portersville Ls
Porto Novo-Amoreira
Powerhouse Mbr
Powwow Mbr
Prosser Mbr
Puesto Antigual
Pumpkin Creek Ls Mbr
Putnam Hill Ls Mbr
Putnam Hill Sh Mbr
Pyburn Ls Mbr
Pyramid Hill Sand Mbr
Pyramid Hills Sand
Queen Hill Sh
Queen Hill Sh Mbr
Quindaro Sh Mbr
Rader Limestone Mbr
Randlett Mbr
Ranger Ls Mbr
Rapid Mbr
Rathbun Mbr
Ravena mbr
Raytown Mbr
Red Branch Mbr
Red Channel Ls
Red Tanks Mbr
Redbird Silty Mbr
Redonda Mbr
Redwater Mbr
Reef Trail Mbr
Reef Trail Mbr.
Regina Mbr
Ren-cun Mbr
Renwick Mbr
Reservoir Mbr
Revtanna Mbr
Rhinestreet Sh Mbr
Richfield Quarry Sh Mbr
Ridgelea Mbr
Ridgeley Mbr
Rifle Mbr
Rochester shale
Rock Bluff Mbr
Rock Grove Mbr
Rock Island Coal Mbr
Rock Lake Sh Mbr
Rock Point Mbr
Rockledge Cgl Mbr
Rosendale Mbr
Ross Brook Lower Mbr
Ross Brook Middle Mbr
Ross Brook Upper Mbr
Ross Ls Mbr
Rulo Ls Mbr
Rust Mbr
Saddle Creek Ls Mbr
Saddle Creek Mbr
Saegerstown Mbr
Saegerstown Mbr?
Sage Breaks Mbr
Salamanaca Cgl Mbr
Salamanca Cgl Mbr
Salamanca Cgl Mbr?
Salem Point Sh Mbr
Salesville Sh Mbr
Saline Bayou Mbr
Sallyards Mbr
Salt Wash Mbr
Salt Wash SS Mbr
Sandy Hook Mbr
Santa Anna Branch Mbr
Scajaquada Mbr
Scenic Mbr
Schoharie Grit
Scotts Hill Mbr
Selby Mbr
Selkirk Mbr
Selmaneset Mbr
Sentinel Butte Mbr
Sh3
Sharon Springs Mbr
Shawangunk Eurypterid Zone
Sheep Mbr
Sheldon Ls Mbr
Sheldon Mbr
Sherburne Flagstone Mbr
Shetlerville Mbr
Shimer Gypsum Mbr
Shinarump
Shinarump Mbr
Shotgun Mbr
Shriver Mbr
Siksaken Mbr
Siltstone Mbr
Silver Creek Mbr
Silver Lake Mbr
Skryje Mbr
Skunk Hollow Mb
Smoky Hill Chalk Mbr
Smoky Hill Chalk Mbr?
Smoky Hill Mbr
Sneakover Mbr
Sniabar Ls Mbr
Snyderville Sh Mbr
Soldier Creek Sh
Solon Mbr
Solsville Mbr
Sonsela
Souris River fm
South Bend Ls Mbr
South Bend Mbr
South Bend Sh Mbr
South Platte Fm
South Wales Mbr
Southgate Mbr
Spechts Ferry Sh Mbr
Spence Sh Mbr
Spillway Mbr
Spring Branch Ls Mbr
Spring Canyon Mbr
Spring Garden Mbr
Spring Hill Ls Mbr
St. David Ls Mbr
St. Joe Ls Mbr
St. Lawrence Mbr
Stafford Ls Mbr
Stamping Ground Mbr
Stanton Ls Mbr
Stensi”fjellet Mbr
Steuben Mbr
Stockwether Ls
Stonehouse Lower Mbr
Stonehouse Upper Mbr
Stoner Ls
Stoner Ls Mbr
Stoner Mbr
Stonesfield Slate
Sunken Meadow Mbr
Sunset Mbr
Svenskeegga Mbr
Talking Rocks Mbr
Tanglewood Ls Mbr
Tarkio Ls Mbr
Tate Mbr
Teapot Ss Mbr
Tebo coal bed
Telegraph Creek Mbr
Thacher Mbr
Thermopolis lower sh Mbr
Thermopolis middle silty sh Mbr
Thermopolis rusty beds Mbr
Thermopolis upper sh Mbr
Thimble Ls Mbr
Tichenor Ls Mbr
Tidioute Sh Mbr
Timber Lake Mbr
Timber Lake Mbr?
Tom Thumb Mbr
Tom Thumb Member
Tombigbee Sand Mbr
Tonganoxie Ss Mbr
Tongue River
Tongue River Mbr
Topeka Ls Mbr
Torchlight Ss Mbr
Toronto Ls Mbr
Trail City Mbr
Turbotville Mbr
Turner Creek Sh Mbr
Turner Sandy Mbr
Turtle Cove Mbr
Twentymile Ss Mbr
Ukranian Mbr
Union Springs Mbr
Upper Clastic Mbr
Upper Division
Upper Freeport Coal Mbr
Upper Mbr
"Upper Mbr, Koobi Fora Fm"
upper Mobridge Mbr
Upper Parachute Creek
Upper Perico Mbr
Upper Shale Mbr
upper Trail City Mbr
Upper Unnamed Mbr
Upper Zorritos Mbr
Upton Ss Mbr
Utopia Ls
Vanport Ls Mbr
Variegated Zorritos Mbr
Vaureal Upper Mbr
Vaureal zone 1
Vaureal zone 10
Vaureal Zone 11
Vaureal zone 12
Vaureal Zone 1-2
Vaureal Zone 13
vaureal Zone 1-3
Vaureal Zone 1-4
Vaureal Zone 15
Vaureal Zone 16
Vaureal zone 18
Vaureal zone 2
Vaureal Zone 21
Vaureal Zone 2-1
Vaureal Zone 23
Vaureal Zone 24
Vaureal Zone 25
Vaureal Zone 26
Vaureal zone 3
Vaureal Zone 3-4
Vaureal zone 4
Vaureal zone 5
Vaureal zone 6
Vaureal Zone 7
Vaureal Zone 8
Vaureal Zone 9
Victor
Victor Ds Mbr
Victor Mbr
Victoria Peak Mbr
Victorio Peak Ls
Vidrio Ls
Vilas Sh Mbr
Village Bend Ls Mbr
Vinita Beds Mbr
Waco Mbr
Wakarusa Ls Mbr
Waldrip Sh
Waldron Clay Mbr
Wallangulla Ss
Wallington Mbr
Wanaka Shale
Wanaka Shale Mbr
Wanakah Sh Mbr
Wang-wu Mbr
Washington Valley Ls Mbr
Washingtonville Sh Mbr
Wayland Sh Mbr
Webbers Falls Ss Mbr
Weches Greensand Mbr
Weeping Water Mbr
Wellenkalk
Wellsburg Ss Mbr
Wellsburg Ss Mbr?
West Branch Sh Mbr
West Brook Mbr
West Point Member I
West Point Member IV
West Point Member V
West Point Member VII
West River Sh Mbr
Westerville Ls Mbr
Weston Sh Mbr
Wheelock Marl Mbr
Whetstone Falls Mbr
White Cloud Sh Mbr
Wilbur Mbr
Williamsville Dol Mbr
Williamsville Dol Mbr?
Windom Sh Mbr
Wingertshell Mbr
Winnebago Sh Mbr
Winterset Ls Mbr
Winterset Mbr
Wiscoy Ss Mbr
Wolf Creek Cgl Lentil
Wolf Mountain Sh Mbr
Wolf River Ls Mbr
Wolfville Ss Mbr
Woodbridge Clay Mbr
Woodcock Mbr?
Wupatki Mbr
Yuanshan
Yuanshan Mbr
Zhongyicun Mbr
zone 1
Zone G(1)
